Level	Rule Name	Subject	Property	Value
INFO	missing_superclass	SRPDIO:2000244	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000245	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000246	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000247	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000248	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000249	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000250	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000251	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000252	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000253	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000254	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000255	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000256	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000257	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000258	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000259	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000260	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000261	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000262	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000263	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000264	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000265	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000266	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000267	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000268	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000269	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000270	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000271	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000272	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000273	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000274	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000275	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000276	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000277	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000278	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000279	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000280	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000281	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000282	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000283	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000284	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000285	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000286	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000287	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000288	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000289	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000290	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000291	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000292	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000293	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000294	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000295	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000296	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000297	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000298	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000299	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000300	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000301	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000302	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000303	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000304	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000305	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000306	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000307	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000308	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000309	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000310	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000311	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000312	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000313	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000314	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000315	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000316	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000317	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000318	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000319	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000320	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000321	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000322	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000323	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000324	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000325	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000326	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000327	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000328	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000329	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000330	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000331	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000332	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000333	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000334	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000335	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000336	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000337	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000338	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000339	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000340	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000341	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000342	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000343	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000344	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000345	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000346	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000347	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000348	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000349	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000350	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000351	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000352	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000353	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000354	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000355	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000356	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000357	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000358	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000359	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000360	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000361	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000362	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000363	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000364	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000365	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000366	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000367	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000368	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000369	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000370	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000371	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000372	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000373	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000374	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000375	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000376	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000377	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000378	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000379	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000380	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000381	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000382	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000383	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000384	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000385	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000386	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000387	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000388	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000389	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000390	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000391	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000392	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000393	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000394	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000395	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000396	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000397	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000398	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000399	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000400	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000401	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000402	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000403	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000404	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000405	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000406	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000407	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000408	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000409	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000410	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000411	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000412	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000413	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000414	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000415	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000416	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000417	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000418	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000419	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000420	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000421	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000422	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000423	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000424	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000425	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000426	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000427	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000428	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000429	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000430	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000431	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000432	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000433	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000434	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000435	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000436	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000437	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000438	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000439	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000440	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000441	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000442	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000443	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000444	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000445	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000446	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000447	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000448	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000449	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000450	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000451	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000452	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000453	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000454	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000455	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000456	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000457	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000458	rdfs:subClassOf		
INFO	missing_superclass	SRPDIO:2000459	rdfs:subClassOf		
