Source,SourceDefinition,OriginalLabel,OntologyLabel
acs,,B23001_118E,
acs,,B23001_119E,
acs,,B23001_120E,
acs,,B23001_121E,
acs,,B23001_122E,
acs,,B23001_123E,
acs,,B23001_124E,
acs,,B23001_125E,
acs,,B23001_126E,
acs,,B23001_127E,
acs,,B23001_128E,
acs,,B23001_129E,
acs,,B23001_130E,
acs,,B23001_131E,
acs,,B23001_132E,
acs,,B23001_133E,
acs,,B23001_134E,
acs,,B23001_135E,
acs,,B23001_136E,
acs,,B23001_137E,
acs,,B23001_138E,
acs,,B23001_139E,
acs,,B23001_140E,
acs,,B23001_141E,
acs,,B23001_142E,
acs,,B23001_143E,
acs,,B23001_144E,
acs,,B23001_145E,
acs,,B23001_146E,
acs,,B23001_147E,
acs,,B23001_148E,
acs,,B23001_149E,
acs,,B23001_150E,
acs,,B23001_151E,
acs,,B23001_152E,
acs,,B23001_153E,
acs,,B23001_154E,
acs,,B23001_155E,
acs,,B23001_156E,
acs,,B23001_157E,
acs,,B23001_158E,
acs,,B23001_159E,
acs,,B23001_160E,
acs,,B23001_161E,
acs,,B23001_162E,
acs,,B23001_163E,
acs,,B23001_164E,
acs,,B23001_165E,
acs,,B23001_166E,
acs,,B23001_167E,
acs,,B23001_168E,
acs,,B23001_169E,
acs,,B23001_170E,
acs,,B23001_171E,
acs,,B23001_172E,
acs,,B23001_173E,
acs,,B24011_001E,
acs,,B24011_002E,
acs,,B24011_003E,
acs,,B24011_004E,
acs,,B24011_005E,
acs,,B24011_006E,
acs,,B24011_007E,
acs,,B24011_008E,
acs,,B24011_009E,
acs,,B24011_010E,
acs,,B24011_011E,
acs,,B24011_012E,
acs,,B24011_013E,
acs,,B24011_014E,
acs,,B24011_015E,
acs,,B24011_016E,
acs,,B24011_017E,
acs,,B24011_018E,
acs,,B24011_019E,
acs,,B24011_020E,
acs,,B24011_021E,
acs,,B24011_022E,
acs,,B24011_023E,
acs,,B24011_024E,
acs,,B24011_025E,
acs,,B24011_026E,
acs,,B24011_027E,
acs,,B24011_028E,
acs,,B24011_029E,
acs,,B24011_030E,
acs,,B24011_031E,
acs,,B24011_032E,
acs,,B24011_033E,
acs,,B24011_034E,
acs,,B24011_035E,
acs,,B24011_036E,
acs,,B24012_001E,
acs,,B24012_002E,
acs,,B24012_003E,
acs,,B24012_004E,
acs,,B24012_005E,
acs,,B24012_006E,
acs,,B24012_007E,
acs,,B24012_008E,
acs,,B24012_009E,
acs,,B24012_010E,
acs,,B24012_011E,
acs,,B24012_012E,
acs,,B24012_013E,
acs,,B24012_014E,
acs,,B24012_015E,
acs,,B24012_016E,
acs,,B24012_017E,
acs,,B24012_018E,
acs,,B24012_019E,
acs,,B24012_020E,
acs,,B24012_021E,
acs,,B24012_022E,
acs,,B24012_023E,
acs,,B24012_024E,
acs,,B24012_025E,
acs,,B24012_026E,
acs,,B24012_027E,
acs,,B24012_028E,
acs,,B24012_029E,
acs,,B24012_030E,
acs,,B24012_031E,
acs,,B24012_032E,
acs,,B24012_033E,
acs,,B24012_034E,
acs,,B24012_035E,
acs,,B24012_036E,
acs,,B24012_037E,
acs,,B24012_038E,
acs,,B24012_039E,
acs,,B24012_040E,
acs,,B24012_041E,
acs,,B24012_042E,
acs,,B24012_043E,
acs,,B24012_044E,
acs,,B24012_045E,
acs,,B24012_046E,
acs,,B24012_047E,
acs,,B24012_048E,
acs,,B24012_049E,
acs,,B24012_050E,
acs,,B24012_051E,
acs,,B24012_052E,
acs,,B24012_053E,
acs,,B24012_054E,
acs,,B24012_055E,
acs,,B24012_056E,
acs,,B24012_057E,
acs,,B24012_058E,
acs,,B24012_059E,
acs,,B24012_060E,
acs,,B24012_061E,
acs,,B24012_062E,
acs,,B24012_063E,
acs,,B24012_064E,
acs,,B24012_065E,
acs,,B24012_066E,
acs,,B24012_067E,
acs,,B24012_068E,
acs,,B24012_069E,
acs,,B24012_070E,
acs,,B24012_071E,
acs,,B24012_072E,
acs,,B24012_073E,
acs,,B25099_001E,
acs,,B25099_002E,
acs,,B25099_003E,
acs,,B26108_082E,
acs,,B26208_001E,
acs,,B26208_002E,
acs,,B26208_003E,
acs,,B26208_004E,
acs,,B26208_005E,
acs,,B26208_006E,
acs,,B26208_007E,
acs,,B26208_008E,
acs,,B26208_009E,
acs,,B26208_010E,
acs,,B26208_011E,
acs,,B26208_012E,
acs,,B26208_013E,
acs,,B26208_014E,
acs,,B26208_015E,
acs,,B26208_016E,
acs,,B26208_017E,
acs,,B26208_018E,
acs,,B26208_019E,
acs,,B26208_020E,
acs,,B26208_021E,
acs,,B26208_022E,
acs,,B26208_023E,
acs,,B26208_024E,
acs,,B26208_025E,
acs,,B26208_026E,
acs,,B26208_027E,
acs,,B26208_028E,
acs,,B26208_029E,
acs,,B26208_030E,
acs,,B26208_031E,
acs,,B26208_032E,
acs,,B26208_033E,
acs,,B26208_034E,
acs,,B26208_035E,
acs,,B26208_036E,
acs,,B26208_037E,
acs,,B26208_038E,
acs,,B26208_039E,
acs,,B26208_040E,
acs,,B26208_041E,
acs,,B26208_042E,
acs,,B26208_043E,
acs,,B26208_044E,
acs,,B26208_045E,
acs,,B26208_046E,
acs,,B26208_047E,
acs,,B26208_048E,
acs,,B26208_049E,
acs,,B26208_050E,
acs,,B26208_051E,
acs,,B26208_052E,
acs,,B26208_053E,
acs,,B26208_054E,
acs,,B26208_055E,
acs,,B26208_056E,
acs,,B26208_057E,
acs,,B26208_058E,
acs,,B26208_059E,
acs,,B26208_060E,
acs,,B26208_061E,
acs,,B26208_062E,
acs,,B26208_063E,
acs,,B26208_064E,
acs,,B26208_065E,
acs,,B26208_066E,
acs,,B26208_067E,
acs,,B26208_068E,
acs,,B26208_069E,
acs,,B26208_070E,
acs,,B26208_071E,
acs,,B26208_072E,
acs,,B26208_073E,
acs,,B26208_074E,
acs,,B26208_075E,
acs,,B26208_076E,
acs,,B26208_077E,
acs,,B26208_078E,
acs,,B26208_079E,
acs,,B26208_080E,
acs,,B26208_081E,
acs,,B26208_082E,
acs,,B26208_083E,
acs,,B26208_084E,
acs,,B26208_085E,
acs,,B26208_086E,
acs,,B26208_087E,
acs,,B26208_088E,
acs,,B26208_089E,
acs,,B26208_090E,
acs,,B26208_091E,
acs,,B26208_092E,
acs,,B26208_093E,
acs,,B26208_094E,
acs,,B26208_095E,
acs,,B26208_096E,
acs,,B26208_097E,
acs,,B26208_098E,
acs,,B26208_099E,
acs,,B26208_100E,
acs,,B26208_101E,
acs,,B26208_102E,
acs,,B26208_103E,
acs,,B28001_001E,
acs,,B28001_002E,
acs,,B28001_003E,
acs,,B28001_004E,
acs,,B28001_005E,
acs,,B28001_006E,
acs,,B28001_007E,
acs,,B28001_008E,
acs,,B28001_009E,
acs,,B28001_010E,
acs,,B28001_011E,
acs,,B28002_001E,
acs,,B28002_002E,
acs,,B28002_003E,
acs,,B28002_004E,
acs,,B28002_005E,
acs,,B28002_006E,
acs,,B28002_007E,
acs,,B28002_008E,
acs,,B28002_009E,
acs,,B28002_010E,
acs,,B28002_011E,
acs,,B28002_012E,
acs,,B28002_013E,
acs,,B28003_001E,
acs,,B28003_002E,
acs,,B28003_003E,
acs,,B28003_004E,
acs,,B28003_005E,
acs,,B28003_006E,
acs,,B28005_001E,
acs,,B28005_002E,
acs,,B28005_003E,
acs,,B28005_004E,
acs,,B28005_005E,
acs,,B28005_006E,
acs,,B28005_007E,
acs,,B28005_008E,
acs,,B28005_009E,
acs,,B28005_010E,
acs,,B28005_011E,
acs,,B28005_012E,
acs,,B28005_013E,
acs,,B28005_014E,
acs,,B28005_015E,
acs,,B28005_016E,
acs,,B28005_017E,
acs,,B28005_018E,
acs,,B28005_019E,
acs,,B28006_001E,
acs,,B28006_002E,
acs,,B28006_003E,
acs,,B28006_004E,
acs,,B28006_005E,
acs,,B28006_006E,
acs,,B28006_007E,
acs,,B28006_008E,
acs,,B28006_009E,
acs,,B28006_010E,
acs,,B28006_011E,
acs,,B28006_012E,
acs,,B28006_013E,
acs,,B28006_014E,
acs,,B28006_015E,
acs,,B28006_016E,
acs,,B28006_017E,
acs,,B28006_018E,
acs,,B28006_019E,
acs,,B28007_001E,
acs,,B28007_002E,
acs,,B28007_003E,
acs,,B28007_004E,
acs,,B28007_005E,
acs,,B28007_006E,
acs,,B28007_007E,
acs,,B28007_008E,
acs,,B28007_009E,
acs,,B28007_010E,
acs,,B28007_011E,
acs,,B28007_012E,
acs,,B28007_013E,
acs,,B28007_014E,
acs,,B28007_015E,
acs,,B28007_016E,
acs,,B28007_017E,
acs,,B28007_018E,
acs,,B28007_019E,
acs,,B28007_020E,
acs,,B28008_001E,
acs,,B28008_002E,
acs,,B28008_003E,
acs,,B28008_004E,
acs,,B28008_005E,
acs,,B28008_006E,
acs,,B28008_007E,
acs,,B28008_008E,
acs,,B28008_009E,
acs,,B28008_010E,
acs,,B28009A_001E,
acs,,B28009A_002E,
acs,,B28009A_003E,
acs,,B28009A_004E,
acs,,B28009A_005E,
acs,,B28009A_006E,
acs,,B28009B_001E,
acs,,B28009B_002E,
acs,,B28009B_003E,
acs,,B28009B_004E,
acs,,B28009B_005E,
acs,,B28009B_006E,
acs,,B28009C_001E,
acs,,B28009C_002E,
acs,,B28009C_003E,
acs,,B28009C_004E,
acs,,B28009C_005E,
acs,,B28009C_006E,
acs,,B28009D_001E,
acs,,B28009D_002E,
acs,,B28009D_003E,
acs,,B28009D_004E,
acs,,B28009D_005E,
acs,,B28009D_006E,
acs,,B28009E_001E,
acs,,B28009E_002E,
acs,,B28009E_003E,
acs,,B28009E_004E,
acs,,B28009E_005E,
acs,,B28009E_006E,
acs,,B28009F_001E,
acs,,B28009F_002E,
acs,,B28009F_003E,
acs,,B28009F_004E,
acs,,B28009F_005E,
acs,,B28009F_006E,
acs,,B28009G_001E,
acs,,B28009G_002E,
acs,,B28009G_003E,
acs,,B28009G_004E,
acs,,B28009G_005E,
acs,,B28009G_006E,
acs,,B28009H_001E,
acs,,B28009H_002E,
acs,,B28009H_003E,
acs,,B28009H_004E,
acs,,B28009H_005E,
acs,,B28009H_006E,
acs,,B28009I_001E,
acs,,B28009I_002E,
acs,,B28009I_003E,
acs,,B28009I_004E,
acs,,B28009I_005E,
acs,,B28009I_006E,
acs,,B29001_001E,
acs,,B29001_002E,
acs,,B29001_003E,
acs,,B29001_004E,
acs,,B29001_005E,
acs,,B29002_001E,
acs,,B29002_002E,
acs,,B29002_003E,
acs,,B29002_004E,
acs,,B29002_005E,
acs,,B29002_006E,
acs,,B29002_007E,
acs,,B29002_008E,
acs,,B29003_001E,
acs,,B29003_002E,
acs,,B29003_003E,
acs,,B29004_001E,
acs,,B99181_001E,
acs,,B99181_002E,
acs,,B99181_003E,
acs,,C18108_001E,
acs,,C18108_003E,
acs,,C18108_004E,
acs,,C18108_005E,
acs,,C18108_007E,
acs,,C18108_008E,
acs,,C18108_009E,
acs,,C18108_011E,
acs,,C18108_012E,
acs,,C18108_013E,
acs,,C18120_001E,
acs,,C18120_002E,
acs,,C18120_003E,
acs,,C18120_004E,
acs,,C18120_005E,
acs,,C18120_006E,
acs,,C18120_007E,
acs,,C18120_008E,
acs,,C18120_009E,
acs,,C18120_010E,
acs,,C18120_011E,
acs,,C18121_001E,
acs,,C18121_002E,
acs,,C18121_003E,
acs,,C18121_004E,
acs,,C18121_005E,
acs,,C18121_006E,
acs,,C18121_007E,
acs,,C18121_008E,
acs,,C18121_009E,
acs,,C18121_010E,
acs,,C18130_001E,
acs,,C18130_002E,
acs,,C18130_003E,
acs,,C18130_004E,
acs,,C18130_005E,
acs,,C18130_006E,
acs,,C18130_007E,
acs,,C18130_008E,
acs,,C18130_009E,
acs,,C18130_010E,
acs,,C18130_011E,
acs,,C18130_012E,
acs,,C18130_013E,
acs,,C18130_014E,
acs,,C18130_015E,
acs,,C18130_016E,
acs,,C18130_017E,
acs,,C18130_018E,
acs,,C18130_019E,
acs,,C18130_020E,
acs,,C18130_021E,
acs,,C18130_022E,
acs,,C18131_001E,
acs,,C18131_002E,
acs,,C18131_003E,
acs,,C18131_004E,
acs,,C18131_005E,
acs,,C18131_006E,
acs,,C18131_007E,
acs,,C18131_008E,
acs,,C18131_009E,
acs,,C18131_010E,
acs,,C18131_011E,
acs,,C18131_012E,
acs,,C18131_013E,
acs,,C18131_014E,
acs,,C18131_015E,
acs,,C18131_016E,
acs,,C21007_001E,
acs,,C21007_002E,
acs,,C21007_003E,
acs,,C21007_004E,
acs,,C21007_005E,
acs,,C21007_006E,
acs,,C21007_007E,
acs,,C21007_008E,
acs,,C21007_009E,
acs,,C21007_010E,
acs,,C21007_011E,
acs,,C21007_012E,
acs,,C21007_013E,
acs,,C21007_014E,
acs,,C21007_015E,
acs,,C21007_016E,
acs,,C21007_017E,
acs,,C21007_018E,
acs,,C21007_019E,
acs,,C21007_020E,
acs,,C21007_021E,
acs,,C21007_022E,
acs,,C21007_023E,
acs,,C21007_024E,
acs,,C21007_025E,
acs,,C21007_026E,
acs,,C21007_027E,
acs,,C21007_028E,
acs,,C21007_029E,
acs,,C21007_030E,
acs,,C21007_031E,
acs,,C23002A_001E,
acs,,C23002A_002E,
acs,,C23002A_003E,
acs,,C23002A_004E,
acs,,C23002A_005E,
acs,,C23002A_006E,
acs,,C23002A_007E,
acs,,C23002A_008E,
acs,,C23002A_009E,
acs,,C23002A_010E,
acs,,C23002A_011E,
acs,,C23002A_012E,
acs,,C23002A_013E,
acs,,C23002A_014E,
acs,,C23002A_015E,
acs,,C23002A_016E,
acs,,C23002A_017E,
acs,,C23002A_018E,
acs,,C23002A_019E,
acs,,C23002A_020E,
acs,,C23002A_021E,
acs,,C23002A_022E,
acs,,C23002A_023E,
acs,,C23002A_024E,
acs,,C23002A_025E,
acs,,C23002A_026E,
acs,,C23002A_027E,
acs,,C23002B_001E,
acs,,C23002B_002E,
acs,,C23002B_003E,
acs,,C23002B_004E,
acs,,C23002B_005E,
acs,,C23002B_006E,
acs,,C23002B_007E,
acs,,C23002B_008E,
acs,,C23002B_009E,
acs,,C23002B_010E,
acs,,C23002B_011E,
acs,,C23002B_012E,
acs,,C23002B_013E,
acs,,C23002B_014E,
acs,,C23002B_015E,
acs,,C23002B_016E,
acs,,C23002B_017E,
acs,,C23002B_018E,
acs,,C23002B_019E,
acs,,C23002B_020E,
acs,,C23002B_021E,
acs,,C23002B_022E,
acs,,C23002B_023E,
acs,,C23002B_024E,
acs,,C23002B_025E,
acs,,C23002B_026E,
acs,,C23002B_027E,
acs,,C23002C_001E,
acs,,C23002C_002E,
acs,,C23002C_003E,
acs,,C23002C_004E,
acs,,C23002C_005E,
acs,,C23002C_006E,
acs,,C23002C_007E,
acs,,C23002C_008E,
acs,,C23002C_009E,
acs,,C23002C_010E,
acs,,C23002C_011E,
acs,,C23002C_012E,
acs,,C23002C_013E,
acs,,C23002C_014E,
acs,,C23002C_015E,
acs,,C23002C_016E,
acs,,C23002C_017E,
acs,,C23002C_018E,
acs,,C23002C_019E,
acs,,C23002C_020E,
acs,,C23002C_021E,
acs,,C23002C_022E,
acs,,C23002C_023E,
acs,,C23002C_024E,
acs,,C23002C_025E,
acs,,C23002C_026E,
acs,,C23002C_027E,
acs,,C23002D_001E,
acs,,C23002D_002E,
acs,,C23002D_003E,
acs,,C23002D_004E,
acs,,C23002D_005E,
acs,,C23002D_006E,
acs,,C23002D_007E,
acs,,C23002D_008E,
acs,,C23002D_009E,
acs,,C23002D_010E,
acs,,C23002D_011E,
acs,,C23002D_012E,
acs,,C23002D_013E,
acs,,C23002D_014E,
acs,,C23002D_015E,
acs,,C23002D_016E,
acs,,C23002D_017E,
acs,,C23002D_018E,
acs,,C23002D_019E,
acs,,C23002D_020E,
acs,,C23002D_021E,
acs,,C23002D_022E,
acs,,C23002D_023E,
acs,,C23002D_024E,
acs,,C23002D_025E,
acs,,C23002D_026E,
acs,,C23002D_027E,
acs,,C23002E_001E,
acs,,C23002E_002E,
acs,,C23002E_003E,
acs,,C23002E_004E,
acs,,C23002E_005E,
acs,,C23002E_006E,
acs,,C23002E_007E,
acs,,C23002E_008E,
acs,,C23002E_009E,
acs,,C23002E_010E,
acs,,C23002E_011E,
acs,,C23002E_012E,
acs,,C23002E_013E,
acs,,C23002E_014E,
acs,,C23002E_015E,
acs,,C23002E_016E,
acs,,C23002E_017E,
acs,,C23002E_018E,
acs,,C23002E_019E,
acs,,C23002E_020E,
acs,,C23002E_021E,
acs,,C23002E_022E,
acs,,C23002E_023E,
acs,,C23002E_024E,
acs,,C23002E_025E,
acs,,C23002E_026E,
acs,,C23002E_027E,
acs,,C23002F_001E,
acs,,C23002F_002E,
acs,,C23002F_003E,
acs,,C23002F_004E,
acs,,C23002F_005E,
acs,,C23002F_006E,
acs,,C23002F_007E,
acs,,C23002F_008E,
acs,,C23002F_009E,
acs,,C23002F_010E,
acs,,C23002F_011E,
acs,,C23002F_012E,
acs,,C23002F_013E,
acs,,C23002F_014E,
acs,,C23002F_015E,
acs,,C23002F_016E,
acs,,C23002F_017E,
acs,,C23002F_018E,
acs,,C23002F_019E,
acs,,C23002F_020E,
acs,,C23002F_021E,
acs,,C23002F_022E,
acs,,C23002F_023E,
acs,,C23002F_024E,
acs,,C23002F_025E,
acs,,C23002F_026E,
acs,,C23002F_027E,
acs,,C23002G_001E,
acs,,C23002G_002E,
acs,,C23002G_003E,
acs,,C23002G_004E,
acs,,C23002G_005E,
acs,,C23002G_006E,
acs,,C23002G_007E,
acs,,C23002G_008E,
acs,,C23002G_009E,
acs,,C23002G_010E,
acs,,C23002G_011E,
acs,,C23002G_012E,
acs,,C23002G_013E,
acs,,C23002G_014E,
acs,,C23002G_015E,
acs,,C23002G_016E,
acs,,C23002G_017E,
acs,,C23002G_018E,
acs,,C23002G_019E,
acs,,C23002G_020E,
acs,,C23002G_021E,
acs,,C23002G_022E,
acs,,C23002G_023E,
acs,,C23002G_024E,
acs,,C23002G_025E,
acs,,C23002G_026E,
acs,,C23002G_027E,
acs,,C23002H_001E,
acs,,C23002H_002E,
acs,,C23002H_003E,
acs,,C23002H_004E,
acs,,C23002H_005E,
acs,,C23002H_006E,
acs,,C23002H_007E,
acs,,C23002H_008E,
acs,,C23002H_009E,
acs,,C23002H_010E,
acs,,C23002H_011E,
acs,,C23002H_012E,
acs,,C23002H_013E,
acs,,C23002H_014E,
acs,,C23002H_015E,
acs,,C23002H_016E,
acs,,C23002H_017E,
acs,,C23002H_018E,
acs,,C23002H_019E,
acs,,C23002H_020E,
acs,,C23002H_021E,
acs,,C23002H_022E,
acs,,C23002H_023E,
acs,,C23002H_024E,
acs,,C23002H_025E,
acs,,C23002H_026E,
acs,,C23002H_027E,
acs,,C23002I_001E,
acs,,C23002I_002E,
acs,,C23002I_003E,
acs,,C23002I_004E,
acs,,C23002I_005E,
acs,,C23002I_006E,
acs,,C23002I_007E,
acs,,C23002I_008E,
acs,,C23002I_009E,
acs,,C23002I_010E,
acs,,C23002I_011E,
acs,,C23002I_012E,
acs,,C23002I_013E,
acs,,C23002I_014E,
acs,,C23002I_015E,
acs,,C23002I_016E,
acs,,C23002I_017E,
acs,,C23002I_018E,
acs,,C23002I_019E,
acs,,C23002I_020E,
acs,,C23002I_021E,
acs,,C23002I_022E,
acs,,C23002I_023E,
acs,,C23002I_024E,
acs,,C23002I_025E,
acs,,C23002I_026E,
acs,,C23002I_027E,